,time,event
33,-5100,"ritual landscape of large-scale mustatil monuments (northern Saudi Arabia): entranceways to courtyards, chambers, orthostats; associated cattle cult"
34,-5000,"rise of languages with subject-verb-object syntax – as in English – from the root syntax of subject-object-verb (proto-Indo-European), and expansion westward; other combinations arise later"
35,-5000,"cultivation of sugarcane (Indo-China); spreading to Africa and the Americas, slave labour providing sugar to Europe and North America from the CE 16ᵗʰ century → most productive biofuel"
36,-5000,"domestication of tobacco (Andean Highlands, South America), spreading to North America by 1520 BCE → smoking kills 100 million people worldwide in CE 20ᵗʰ century, the worst preventable killer"
37,-4800,"earliest artistic representation of introspection: Thinker and Sitting Woman figurines (Hamangia culture, Cernavodă, Romania) → capacity for soul-searching and contemplation"
38,-4200,"domestication of maize (Mexico) → 1.15 billion tonnes per year by CE 2019 using 197 million ha; with wheat and rice accounting for 43% of all human calorie supply, using 4% of global land area"
39,-4000,"domestication of chili pepper Capsicum (Tehuacán Valley, Mexico), spreading rapidly into South America; brought to Europe by Columbus CE 1492 → now used daily by a quarter of the global population"
40,-4000,"earliest use of indigo blue, from Indigofera species, for dyeing cotton fabric (Huaca Prieta, Peru); use in Egypt by 2400 BCE, China by 1000 BCE"
41,-4000,"earliest board games (Egypt), moving pieces on a track according to outcomes determined by a throw stick → computers outperform humans in all board games by CE 2016"
42,-3600,"earliest engineering of water delivery and storage, for people, animals and irrigation (Jawa, Jordan) → landscape engineering of dams, levees, ditches in China by 3100 BCE"
43,-3500,earliest ploughs for tilling soil (Italy): harnessing domestic animals for work; landscape engineering for crops
44,-3500,"rising human fertility, enabled by earlier weaning of babies fed with milk of domestic ruminants (southern Britain)"
45,-3500,"domestication of horses (Central Asian steppes), revolutionising mobility, economy, warfare → transport, haulage, meat and capital from 59 million horses by CE 2019"
46,-3400,"earliest wheeled wagons (Germany, Slovenia, Near East) → breakthrough in haulage and locomotion: mechanical advantage equalling ratio of wheel to axle radii, moderated by friction; nanoscale wheel and axle by CE 2007"
47,-3300,"start of the Bronze Age (Near East), bronze replacing copper for weapons, tools, nails, utensils; mixing of Eurasian peoples → rapid westward spread of farming, conversion of forest to dairy pasture"
48,-3300,"cultivation of cocoa trees for chocolate (upper Amazon) → domestication in Mesoamerica by 1600 BCE, sacrificing productivity for stimulant and disease-resistance genes"
49,-3300,"earliest numeral systems: pictograms of economic units (Uruk, Mesopotamia) → cuneiform sexagesimals in Mesopotamia by c. 3200 BCE, and hieroglyph decimals in Egypt by 3100 BCE"
50,-3200,"full writing (cuneiform in Mesopotamia, hieroglyphics in Egypt) using the rebus principle → bookkeeping, instruction, commemoration, scripture, prayer, historical records"
51,-3150,organic medicinal remedies from herbal wines (Egypt)
52,-3100,"earliest evidence of the plague (Latvia), possibly driving 3ʳᵈ millenium BCE migrations across Europe and Asia"
53,-3100,"development of governance systems with the rise of Uruk, city of 30,000 residents (Sumer civilisation, Mesopotamia), and cities of the Indus Valley → class divisions; living off the labour of others"
54,-3050,"earliest standard weights for balance scales, and cubit length (Mesopotamia and Egypt): objective frames of reference for valuing commodities → integration of markets across Western Eurasia within 2 millennia"
55,-3000,"cultivation of oil palm (west and central Africa) → 411 million tonnes of oil-palm fruit per year by CE 2019 using 28 million ha, largely converted tropical forest"
56,-3000,global agricultural land use per person peaks at 2.72 ha → 0.66 ha by CE 2016 with improvements in yield
57,-3000,"synthetic glass (Phoenicia) for beads → ingots, vessels by 1500 BCE; CE 1ˢᵗ century mirrors and window glass; 7ᵗʰ century stained-glass windows; 13ᵗʰ century eyeglasses; late-20ᵗʰ century float-glass skyscrapers"
58,-3000,"earliest metal swords, for combat and prestige (Arslantepe, Turkey) → essential battle weapons through nearly 5 millennia to CE 1918 and the end of World War I"
59,-3000,"earliest use of a Solar calendar year of 365 days, anchored by spring and autumn equinoxes (Egypt and old Sumer)"
60,-2800,"global population of humans passes 50 million; annual energy use per person averages 2,100 kWh, 3× the resting metabolism"
61,-2720,"in the North American White Mountains a seedling grows into a bristlecone pine tree, which sustains production of viable seeds over a lifespan extending beyond 4,700 years"
62,-2650,"earliest use of a lunar calendar year of 12 months, and each hour as one-twelfth part of the day or night (Shulgi, King of Ur, Mesopotamia)"
63,-2650,"magnetic compass, used to orient chariots (Emperor Hoang-Ti, China, recorded in the Zizhi Tongjian CE 1084, Thoung Kian Kang Mou edition) → navigation at sea by CE 300, Tsin dynasty, China"
64,-2650,"earliest regulation of wildlife exploitation: every fisher and hunter taxed one-tenth of their take (pharaoh Djoser, Egypt, recorded in the Famine Stela)"
65,-2650,"earliest massive stone monuments: step pyramid tomb of pharaoh Djoser in Saqqara, Egypt; contemporaneous pyramidal architecture in Caral-Supe, Peru; megalith at Stonehenge, Britain"
66,-2550,"earliest dictionary: cuneiform tablets translating between Sumerian and Eblaic (Ebla, Syria)"
67,-2550,"earliest writing on papyrus: Diary of Merer, documenting construction of the Great Pyramid (Wadi al-Jarf, Egypt) → parchment by 200 BCE, Greece; paper from pulp by 100 BCE, China"
68,-2550,"architectural precision: the Great Pyramid of Giza (Egypt), taller than any other building in the world for 3,800 years"
69,-2500,earliest locks (Egypt): door bolts → emergence of private ownership and privacy; lock and key by 1500 BCE for unguarded secrecy
70,-2500,"earliest animal husbandry to produce a hybrid: the kunga, foal of a female domestic donkey and male wild ass (Umm el-Marra, Syria), used for diplomacy, ceremony, warfare"
71,-2350,"earliest government reforms, addressing taxes and corruption (Uru-KA-gina, King of Lagash and Girsu, Mesopotamia)"
72,-2340,"first emperor of a state: Sargon the Great, Akkadian Empire (expanding across Mesopotamia, Levant, Anatolia) → beginnings of artistic emphasis on the person of the ruler as an individual"
73,-2300,"earliest records of marriage ceremonies, uniting a man and a woman (late 3ʳᵈ millennium BCE, Akkadian clay tablets)"
74,-2200,"decline of Bronze-Age civilisations in Egypt, Greece and Mesopotamia, and terminal decline of Indus Valley civilisation, caused by centuries of drought beginning c. 2200 BCE"
75,-2100,"earliest code of law, applying general principles to particular cases (Code of Ur-Nammu, Sumerian King of Ur, Mesopotamia)"
76,-2030,"earliest recorded poetry (Nippur, Iraq): a Sumerian love poem of passionate ardour, expressing an emotional truth about the human spirit"
77,-2000,"extinction of last remnant population of woolly mammoths, on Wrangle Island, Arctic Sea"
78,-2000,"earliest use of coal as fuel (Inner Mongolia and Shanxi, China), for smelting copper, cooking, heating → peak global coal production of 8.2 billion tonnes/year in CE 2013"
79,-2000,"earliest abacus, replacing tables of multiplication, reciprocals, powers (Old Babylonians, Mesopotamia c. 2000-1600 BCE) → nanoscale abacus storing numerical information in individual molecules by CE 1996"
80,-1900,"earliest map of a territory: 3-dimensional topography covering 30 km of the Odet river valley, sculpted to scale on a schist rock slab (Saint-Bélec, France)"
81,-1900,establishment of a 7-day week (Assyria and Babylonia)
82,-1850,"earliest alphabetic script (Proto-Sinaitic, Sinai and Egypt) → economy of signs"
83,-1850,"earliest architectural arch, a Canaanite gate (Ashkelon, Israel) → breakthrough in construction of gateways, vaults, doors, windows, bridges: converting tensile stress into compressive stress"
84,-1825,"earliest record of contraception: Kahun Gynaecological Papyrus (Lehun, Egypt) → distinction of sexual intercourse from reproduction"
